,iso3,Total_TW,Twitter: N. Languages,Max_N_TW,Twitter: Variance of Distribution,Twitter: Skewness of Distribution,Twitter: Kurtosis of Distribution,Total_TW2,Twitter LID2: N. Languages,Max_N_TW,Twitter LID2: Variance of Distribution,Twitter LID2: Skewness of Distribution,Twitter LID2: Kurtosis of Distribution,Total_CC,Web: N. Languages,Max_N_CC,Web: Variance of Distribution,Web: Skewness of Distribution,Web: Kurtosis of Distribution,Twitter: HHI,Twitter LID2: HHI,Web: HHI,Twitter: Change During COVID,Twitter: Type of Change During COVID
187,USA,649776677.0,2,602295525.0,2468429090476220.0,11.976104476303805,141.61492189563685,695334779.0,3,603031531.0,2476041198141932.5,11.946753657444255,141.13743743526814,15779133031.0,3,14494263711.0,3.492868285423887e+18,7.54432433647181,54.95099247797974,,0.7256811483233474,0.844357118493395,0.001283831,Decreasing HHI
188,UZB,527730.0,6,230968.0,2529261240.0689654,3.203304723921046,9.702182965984306,582185.0,6,233561.0,2513396820.0731187,3.2150701905207333,9.838994117283551,506509951.0,3,260633983.0,7098742824891430.0,2.1761075918469057,2.8414845540601927,,0.16650511255478584,0.4539131124687546,,No Change
189,VCT,0.0,0,--,--,--,--,0.0,0,--,--,--,--,117372949.0,6,65661372.0,524604530142955.44,1.6080179756773423,1.129345025895863,,0.0,0.3897762606331496,,No Change
190,VEN,354365111.0,2,338231799.0,953276556857040.6,10.805089270706265,114.8349098335533,359404170.0,2,340335762.0,965050489754829.9,10.804877220772848,114.83184835273313,42484067.0,2,40785064.0,532027310576062.4,0.7046498786016417,-1.5000000000000002,0.9116997900369965,0.8741734420584211,0.9228712631092352,,No Change
191,VGB,0.0,0,--,--,--,--,0.0,0,--,--,--,--,73748426.0,4,26721982.0,158538509404803.2,-0.354088688883347,-1.7760573916701456,,0.0,0.4869661770075766,,No Change
192,VNM,95290851.0,7,34250233.0,19227907779203.945,6.763489838978841,46.19054236953821,104246681.0,9,34511563.0,19582588000352.58,6.711841559640045,45.68207687832022,15391070585.0,2,14876525617.0,1.1033531066744492e+19,4.124431798292357,15.025876203894484,0.262368090718121,0.20538730635677774,0.9349739016764589,0.001145492,Decreasing HHI
193,VUT,0.0,0,--,--,--,--,0.0,0,--,--,--,--,36964433.0,6,25973101.0,76680254654060.97,2.141691661401997,2.8079909227121362,,0.0,0.49361172600728576,,No Change
194,WSM,5491552.0,9,2642537.0,153987504251.95908,5.522006813499647,30.931523039966862,6072894.0,8,2669197.0,161291837007.3489,5.351303148592592,29.192964749495182,0.0,0,--,--,--,--,0.31310701926797874,0.2045680998350816,0.0,0.001825899,Decreasing HHI
195,YEM,46815768.0,4,38143206.0,16684543374025.883,9.03327469004519,80.58676511321421,49529841.0,4,38258369.0,16784024980847.242,9.01494594313374,80.34418821580778,0.0,0,--,--,--,--,0.6736552768730798,0.5735834108925859,0.0,0.000129622,Increasing HHI
196,ZAF,274504351.0,3,244366598.0,433269404066262.56,11.566619105144186,132.1738114962901,300833832.0,4,244928520.0,436033833632716.56,11.510611565451875,131.28531014927697,0.0,0,--,--,--,--,0.7949813435892463,0.5976087408371656,0.0,0.00253629,Increasing HHI
197,ZMB,42488574.0,6,35499780.0,12894998430476.273,9.649123019341474,91.71088403723961,45948659.0,7,35587183.0,12977918263871.615,9.600195510751126,91.06186789566426,176906.0,1,176906.0,--,0.0,-3.0,0.7030692303448057,0.550869026519212,1.0,0.018984026,Decreasing HHI
198,ZWE,89354286.0,4,76328671.0,50838881241671.945,10.482070957312626,108.55154600482669,98279000.0,5,76759600.0,51501575754222.86,10.426485161885584,107.74779663595342,0.0,0,--,--,--,--,0.734584390253276,0.5516521754835104,0.0,,No Change
